,Unnamed: 0,STATE,DISTRICT,Storage name,Address,Manager Name,capacity,Longitude,Latitude
222,222,Andhra Pradesh,Guntur,Chilakaluripet Cold Storage Pvt. Ltd,Murkipudi,,6921.0,80.1037721,16.0403202
223,223,Andhra Pradesh,Guntur,DUGGIRALA,,B.Vijaya Singh,10100.0,,
224,224,Andhra Pradesh,Guntur,Dasu,ANKIREDDY PALEM NH-5BY PASS ROAD,Syam,8086.0,-71.5723953,43.1938516
225,225,Andhra Pradesh,Guntur,Davuluri Rama Rao,Komerapudi/Guntur,,179.22,80.2113385,16.3530387
226,226,Andhra Pradesh,Guntur,Desu Mohan Samudriah,"Ipuru, Kollur Mandal",,370.0,,
227,227,Andhra Pradesh,Guntur,"Devarapalli Anil Babu, S/O Satyadasu","Narsayapalem Village, Bapatla Mandal",,140.0,80.4681844,15.9040102
228,228,Andhra Pradesh,Guntur,Dhanalakshmi Cold Storage,NEAR MIRCH YARD,Ramulu,1675.0,,
229,229,Andhra Pradesh,Guntur,Dhanalakshmi Cold Storage,"OPP.MIRCHI YARD,LALPURAM, LINK ROAD",KRKSastri,5060.0,,
230,230,Andhra Pradesh,Guntur,Dhanekula Cold Storage,BY PASS JUNCTION,Sridhar,0.0,75.8043655,11.2367864
231,231,Andhra Pradesh,Guntur,Dhanyalaxmi Cold Storage Pvt Ltd,GURAJALA VILAGE MANDAL,V.Suresh,5000.0,79.6371314,16.5580212
232,232,Andhra Pradesh,Guntur,Driveway Cold Storage,LALPURAM NH-5 PROGRAM BY PAS,A Subbarao,4510.0,80.4494344,16.2868497
233,233,Andhra Pradesh,Guntur,E. Kanaka Reddy S/O Venkata Reddy,"D.No.1-36, Ward No.1, Survey No.123 A3, Tsunduru Gram Panchayat & Mandal, Guntur District",,139.0,80.0087746,16.3905692
234,234,Andhra Pradesh,Guntur,Frozen Industries,AUTO NAGAR,Prasad,0.0,78.5831181,17.3578951
235,235,Andhra Pradesh,Guntur,G. Murali Krishna Reddy,Tsunduru Post And Mandal,,428.0,80.5833296,16.1588948
